From	Entry	Entry Name	Organism	Gene Names
O75419	O75419	CDC45_HUMAN	Homo sapiens (Human)	CDC45 CDC45L CDC45L2 UNQ374/PRO710
O75446	O75446	SAP30_HUMAN	Homo sapiens (Human)	SAP30
O75449	O75449	KTNA1_HUMAN	Homo sapiens (Human)	KATNA1
O75460	O75460	ERN1_HUMAN	Homo sapiens (Human)	ERN1 IRE1
O75469	O75469	NR1I2_HUMAN	Homo sapiens (Human)	NR1I2 PXR
O75473	O75473	LGR5_HUMAN	Homo sapiens (Human)	LGR5 GPR49 GPR67
O75478	O75478	TAD2A_HUMAN	Homo sapiens (Human)	TADA2A TADA2L KL04P
O75486	O75486	SUPT3_HUMAN	Homo sapiens (Human)	SUPT3H SPT3
O75496	O75496	GEMI_HUMAN	Homo sapiens (Human)	GMNN
O75554	O75554	WBP4_HUMAN	Homo sapiens (Human)	WBP4 FBP21 FNBP21
O75563	O75563	SKAP2_HUMAN	Homo sapiens (Human)	SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R
O75569	O75569	PRKRA_HUMAN	Homo sapiens (Human)	PRKRA PACT RAX HSD-14 HSD14
O75581	O75581	LRP6_HUMAN	Homo sapiens (Human)	LRP6
O75582	O75582	KS6A5_HUMAN	Homo sapiens (Human)	RPS6KA5 MSK1
O75592	O75592	MYCB2_HUMAN	Homo sapiens (Human)	MYCBP2 KIAA0916 PAM
O75593	O75593	FOXH1_HUMAN	Homo sapiens (Human)	FOXH1 FAST1 FAST2
O75594	O75594	PGRP1_HUMAN	Homo sapiens (Human)	PGLYRP1 PGLYRP PGRP TNFSF3L SBBI68 UNQ639/PRO1269
O75604	O75604	UBP2_HUMAN	Homo sapiens (Human)	USP2 UBP41
O75608	O75608	LYPA1_HUMAN	Homo sapiens (Human)	LYPLA1 APT1 LPL1
O75626	O75626	PRDM1_HUMAN	Homo sapiens (Human)	PRDM1 BLIMP1
O75643	O75643	U520_HUMAN	Homo sapiens (Human)	SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788
O75663	O75663	TIPRL_HUMAN	Homo sapiens (Human)	TIPRL
O75674	O75674	TM1L1_HUMAN	Homo sapiens (Human)	TOM1L1 SRCASM
O75689	O75689	ADAP1_HUMAN	Homo sapiens (Human)	ADAP1 CENTA1
O75695	O75695	XRP2_HUMAN	Homo sapiens (Human)	RP2
O75715	O75715	GPX5_HUMAN	Homo sapiens (Human)	GPX5
O75716	O75716	STK16_HUMAN	Homo sapiens (Human)	STK16 MPSK1 PKL12 TSF1
O75717	O75717	WDHD1_HUMAN	Homo sapiens (Human)	WDHD1 AND1
O75746	O75746	S2512_HUMAN	Homo sapiens (Human)	SLC25A12 AGC1 ARALAR1
O75747	O75747	P3C2G_HUMAN	Homo sapiens (Human)	PIK3C2G
O75771	O75771	RA51D_HUMAN	Homo sapiens (Human)	RAD51D RAD51L3
O75787	O75787	RENR_HUMAN	Homo sapiens (Human)	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072
O75791	O75791	GRAP2_HUMAN	Homo sapiens (Human)	GRAP2 GADS GRB2L GRID
O75792	O75792	RNH2A_HUMAN	Homo sapiens (Human)	RNASEH2A RNASEHI RNHIA
O75807	O75807	PR15A_HUMAN	Homo sapiens (Human)	PPP1R15A GADD34
O75815	O75815	BCAR3_HUMAN	Homo sapiens (Human)	BCAR3 NSP2 SH2D3B UNQ271/PRO308
O75818	O75818	RPP40_HUMAN	Homo sapiens (Human)	RPP40 RNASEP1
O75822	O75822	EIF3J_HUMAN	Homo sapiens (Human)	EIF3J EIF3S1 PRO0391
O75828	O75828	CBR3_HUMAN	Homo sapiens (Human)	CBR3 SDR21C2
O75843	O75843	AP1G2_HUMAN	Homo sapiens (Human)	AP1G2
O75844	O75844	FACE1_HUMAN	Homo sapiens (Human)	ZMPSTE24 FACE1 STE24
O75865	O75865	TPC6A_HUMAN	Homo sapiens (Human)	TRAPPC6A HSPC289
O75874	O75874	IDHC_HUMAN	Homo sapiens (Human)	IDH1 PICD
O75880	O75880	SCO1_HUMAN	Homo sapiens (Human)	SCO1 SCOD1
O75888	O75888	TNF13_HUMAN	Homo sapiens (Human)	TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715
O75891	O75891	AL1L1_HUMAN	Homo sapiens (Human)	ALDH1L1 FTHFD
O75897	O75897	ST1C4_HUMAN	Homo sapiens (Human)	SULT1C4 SULT1C2
O75907	O75907	DGAT1_HUMAN	Homo sapiens (Human)	DGAT1 AGRP1 DGAT
O75908	O75908	SOAT2_HUMAN	Homo sapiens (Human)	SOAT2 ACACT2 ACAT2
O75914	O75914	PAK3_HUMAN	Homo sapiens (Human)	PAK3 OPHN3
O75923	O75923	DYSF_HUMAN	Homo sapiens (Human)	DYSF FER1L1
O75943	O75943	RAD17_HUMAN	Homo sapiens (Human)	RAD17 R24L
O75962	O75962	TRIO_HUMAN	Homo sapiens (Human)	TRIO
O75970	O75970	MPDZ_HUMAN	Homo sapiens (Human)	MPDZ MUPP1
O75976	O75976	CBPD_HUMAN	Homo sapiens (Human)	CPD
O76003	O76003	GLRX3_HUMAN	Homo sapiens (Human)	GLRX3 PICOT TXNL2 HUSSY-22
O76039	O76039	CDKL5_HUMAN	Homo sapiens (Human)	CDKL5 STK9
O76041	O76041	NEBL_HUMAN	Homo sapiens (Human)	NEBL C10orf113 LNEBL
O76074	O76074	PDE5A_HUMAN	Homo sapiens (Human)	PDE5A PDE5
O76083	O76083	PDE9A_HUMAN	Homo sapiens (Human)	PDE9A
O76096	O76096	CYTF_HUMAN	Homo sapiens (Human)	CST7
O94759	O94759	TRPM2_HUMAN	Homo sapiens (Human)	TRPM2 EREG1 KNP3 LTRPC2 TRPC7
O94760	O94760	DDAH1_HUMAN	Homo sapiens (Human)	DDAH1 DDAH
O94761	O94761	RECQ4_HUMAN	Homo sapiens (Human)	RECQL4 RECQ4
O94762	O94762	RECQ5_HUMAN	Homo sapiens (Human)	RECQL5 RECQ5
O94779	O94779	CNTN5_HUMAN	Homo sapiens (Human)	CNTN5
O94804	O94804	STK10_HUMAN	Homo sapiens (Human)	STK10 LOK
O94806	O94806	KPCD3_HUMAN	Homo sapiens (Human)	PRKD3 EPK2 PRKCN
O94817	O94817	ATG12_HUMAN	Homo sapiens (Human)	ATG12 APG12 APG12L
O94851	O94851	MICA2_HUMAN	Homo sapiens (Human)	MICAL2 KIAA0750 MICAL2PV1 MICAL2PV2 MICALCL
O94855	O94855	SC24D_HUMAN	Homo sapiens (Human)	SEC24D KIAA0755
O94868	O94868	FCSD2_HUMAN	Homo sapiens (Human)	FCHSD2 KIAA0769 SH3MD3
O94875	O94875	SRBS2_HUMAN	Homo sapiens (Human)	SORBS2 ARGBP2 KIAA0777
O94913	O94913	PCF11_HUMAN	Homo sapiens (Human)	PCF11 KIAA0824
O94923	O94923	GLCE_HUMAN	Homo sapiens (Human)	GLCE KIAA0836
O94925	O94925	GLSK_HUMAN	Homo sapiens (Human)	GLS GLS1 KIAA0838
O94929	O94929	ABLM3_HUMAN	Homo sapiens (Human)	ABLIM3 KIAA0843 HMFN1661
O94979	O94979	SC31A_HUMAN	Homo sapiens (Human)	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334
O94986	O94986	CE152_HUMAN	Homo sapiens (Human)	CEP152 KIAA0912
O94993	O94993	SOX30_HUMAN	Homo sapiens (Human)	SOX30
O95045	O95045	UPP2_HUMAN	Homo sapiens (Human)	UPP2
O95049	O95049	ZO3_HUMAN	Homo sapiens (Human)	TJP3 ZO3
O95050	O95050	INMT_HUMAN	Homo sapiens (Human)	INMT
O95059	O95059	RPP14_HUMAN	Homo sapiens (Human)	RPP14
O95140	O95140	MFN2_HUMAN	Homo sapiens (Human)	MFN2 CPRP1 KIAA0214
O95149	O95149	SPN1_HUMAN	Homo sapiens (Human)	SNUPN RNUT1 SPN1
O95150	O95150	TNF15_HUMAN	Homo sapiens (Human)	TNFSF15 TL1 VEGI
O95154	O95154	ARK73_HUMAN	Homo sapiens (Human)	AKR7A3 AFAR2
O95155	O95155	UBE4B_HUMAN	Homo sapiens (Human)	UBE4B HDNB1 KIAA0684 UFD2
O95163	O95163	ELP1_HUMAN	Homo sapiens (Human)	ELP1 IKAP IKBKAP
O95178	O95178	NDUB2_HUMAN	Homo sapiens (Human)	NDUFB2
O95182	O95182	NDUA7_HUMAN	Homo sapiens (Human)	NDUFA7
O95198	O95198	KLHL2_HUMAN	Homo sapiens (Human)	KLHL2
O95206	O95206	PCDH8_HUMAN	Homo sapiens (Human)	PCDH8
O95235	O95235	KI20A_HUMAN	Homo sapiens (Human)	KIF20A MKLP2 RAB6KIFL
O95238	O95238	SPDEF_HUMAN	Homo sapiens (Human)	SPDEF PDEF PSE
O95239	O95239	KIF4A_HUMAN	Homo sapiens (Human)	KIF4A KIF4
O95243	O95243	MBD4_HUMAN	Homo sapiens (Human)	MBD4 MED1
O95255	O95255	MRP6_HUMAN	Homo sapiens (Human)	ABCC6 ARA MRP6
O95259	O95259	KCNH1_HUMAN	Homo sapiens (Human)	KCNH1 EAG EAG1
O95267	O95267	GRP1_HUMAN	Homo sapiens (Human)	RASGRP1 RASGRP
O95274	O95274	LYPD3_HUMAN	Homo sapiens (Human)	LYPD3 C4.4A UNQ491/PRO1007
O95278	O95278	EPM2A_HUMAN	Homo sapiens (Human)	EPM2A
O95292	O95292	VAPB_HUMAN	Homo sapiens (Human)	VAPB UNQ484/PRO983
O95299	O95299	NDUAA_HUMAN	Homo sapiens (Human)	NDUFA10
O95340	O95340	PAPS2_HUMAN	Homo sapiens (Human)	PAPSS2 ATPSK2
O95342	O95342	ABCBB_HUMAN	Homo sapiens (Human)	ABCB11 BSEP
O95347	O95347	SMC2_HUMAN	Homo sapiens (Human)	SMC2 CAPE SMC2L1 PRO0324
O95363	O95363	SYFM_HUMAN	Homo sapiens (Human)	FARS2 FARS1 HSPC320
O95393	O95393	BMP10_HUMAN	Homo sapiens (Human)	BMP10
O95396	O95396	MOCS3_HUMAN	Homo sapiens (Human)	MOCS3 UBA4
O95398	O95398	RPGF3_HUMAN	Homo sapiens (Human)	RAPGEF3 CGEF1 EPAC EPAC1
O95400	O95400	CD2B2_HUMAN	Homo sapiens (Human)	CD2BP2 KIAA1178
O95405	O95405	ZFYV9_HUMAN	Homo sapiens (Human)	ZFYVE9 MADHIP SARA SMADIP
O95425	O95425	SVIL_HUMAN	Homo sapiens (Human)	SVIL
O95470	O95470	SGPL1_HUMAN	Homo sapiens (Human)	SGPL1 KIAA1252
O95477	O95477	ABCA1_HUMAN	Homo sapiens (Human)	ABCA1 ABC1 CERP
O95486	O95486	SC24A_HUMAN	Homo sapiens (Human)	SEC24A
O95497	O95497	VNN1_HUMAN	Homo sapiens (Human)	VNN1
O95503	O95503	CBX6_HUMAN	Homo sapiens (Human)	CBX6
O95544	O95544	NADK_HUMAN	Homo sapiens (Human)	NADK
O95551	O95551	TYDP2_HUMAN	Homo sapiens (Human)	TDP2 EAP2 TTRAP AD-022
O95568	O95568	MET18_HUMAN	Homo sapiens (Human)	METTL18 ASTP2 C1orf156
O95571	O95571	ETHE1_HUMAN	Homo sapiens (Human)	ETHE1 HSCO
O95602	O95602	RPA1_HUMAN	Homo sapiens (Human)	POLR1A
O95628	O95628	CNOT4_HUMAN	Homo sapiens (Human)	CNOT4 NOT4
O95633	O95633	FSTL3_HUMAN	Homo sapiens (Human)	FSTL3 FLRG UNQ674/PRO1308
O95644	O95644	NFAC1_HUMAN	Homo sapiens (Human)	NFATC1 NFAT2 NFATC
O95684	O95684	CEP43_HUMAN	Homo sapiens (Human)	CEP43 FGFR1OP FOP
O95696	O95696	BRD1_HUMAN	Homo sapiens (Human)	BRD1 BRL BRPF2
O95704	O95704	APBB3_HUMAN	Homo sapiens (Human)	APBB3 FE65L2
O95711	O95711	LY86_HUMAN	Homo sapiens (Human)	LY86 MD1
O95714	O95714	HERC2_HUMAN	Homo sapiens (Human)	HERC2
O95716	O95716	RAB3D_HUMAN	Homo sapiens (Human)	RAB3D GOV RAB16
O95718	O95718	ERR2_HUMAN	Homo sapiens (Human)	ESRRB ERRB2 ESRL2 NR3B2
O95727	O95727	CRTAM_HUMAN	Homo sapiens (Human)	CRTAM
O95747	O95747	OXSR1_HUMAN	Homo sapiens (Human)	OXSR1 KIAA1101 OSR1
O95750	O95750	FGF19_HUMAN	Homo sapiens (Human)	FGF19 UNQ334/PRO533
O95760	O95760	IL33_HUMAN	Homo sapiens (Human)	IL33 C9orf26 IL1F11 NFHEV
O95801	O95801	TTC4_HUMAN	Homo sapiens (Human)	TTC4 My044
O95822	O95822	DCMC_HUMAN	Homo sapiens (Human)	MLYCD
O95825	O95825	QORL1_HUMAN	Homo sapiens (Human)	CRYZL1 4P11
O95831	O95831	AIFM1_HUMAN	Homo sapiens (Human)	AIFM1 AIF PDCD8
O95833	O95833	CLIC3_HUMAN	Homo sapiens (Human)	CLIC3
O95843	O95843	GUC1C_HUMAN	Homo sapiens (Human)	GUCA1C GCAP3
O95858	O95858	TSN15_HUMAN	Homo sapiens (Human)	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311
O95866	O95866	G6B_HUMAN	Homo sapiens (Human)	MPIG6B C6orf25 G6B G6B-B
O95926	O95926	SYF2_HUMAN	Homo sapiens (Human)	SYF2 CBPIN GCIPIP
O95944	O95944	NCTR2_HUMAN	Homo sapiens (Human)	NCR2 LY95
O95967	O95967	FBLN4_HUMAN	Homo sapiens (Human)	EFEMP2 FBLN4 UNQ200/PRO226
O95970	O95970	LGI1_HUMAN	Homo sapiens (Human)	LGI1 EPT UNQ775/PRO1569
O95977	O95977	S1PR4_HUMAN	Homo sapiens (Human)	S1PR4 EDG6
O95989	O95989	NUDT3_HUMAN	Homo sapiens (Human)	NUDT3 DIPP DIPP1
O95998	O95998	I18BP_HUMAN	Homo sapiens (Human)	IL18BP
O95999	O95999	BCL10_HUMAN	Homo sapiens (Human)	BCL10 CIPER CLAP
O96007	O96007	MOC2B_HUMAN	Homo sapiens (Human)	MOCS2 MCBPE MOCO1
O96008	O96008	TOM40_HUMAN	Homo sapiens (Human)	TOMM40 C19orf1 PEREC1 TOM40
O96013	O96013	PAK4_HUMAN	Homo sapiens (Human)	PAK4 KIAA1142
O96017	O96017	CHK2_HUMAN	Homo sapiens (Human)	CHEK2 CDS1 CHK2 RAD53
O96018	O96018	APBA3_HUMAN	Homo sapiens (Human)	APBA3 MINT3 X11L2
O96019	O96019	ACL6A_HUMAN	Homo sapiens (Human)	ACTL6A BAF53 BAF53A INO80K
O96028	O96028	NSD2_HUMAN	Homo sapiens (Human)	NSD2 KIAA1090 MMSET TRX5 WHSC1
P00325	P00325	ADH1B_HUMAN	Homo sapiens (Human)	ADH1B ADH2
P00326	P00326	ADH1G_HUMAN	Homo sapiens (Human)	ADH1C ADH3
P00338	P00338	LDHA_HUMAN	Homo sapiens (Human)	LDHA PIG19
P00352	P00352	AL1A1_HUMAN	Homo sapiens (Human)	ALDH1A1 ALDC ALDH1 PUMB1
P00367	P00367	DHE3_HUMAN	Homo sapiens (Human)	GLUD1 GLUD
P00387	P00387	NB5R3_HUMAN	Homo sapiens (Human)	CYB5R3 DIA1
P00390	P00390	GSHR_HUMAN	Homo sapiens (Human)	GSR GLUR GRD1
P00439	P00439	PH4H_HUMAN	Homo sapiens (Human)	PAH
P00441	P00441	SODC_HUMAN	Homo sapiens (Human)	SOD1
P00450	P00450	CERU_HUMAN	Homo sapiens (Human)	CP
P00451	P00451	FA8_HUMAN	Homo sapiens (Human)	F8 F8C
P00480	P00480	OTC_HUMAN	Homo sapiens (Human)	OTC
P00488	P00488	F13A_HUMAN	Homo sapiens (Human)	F13A1 F13A
P00491	P00491	PNPH_HUMAN	Homo sapiens (Human)	PNP NP
P00492	P00492	HPRT_HUMAN	Homo sapiens (Human)	HPRT1 HPRT
P00505	P00505	AATM_HUMAN	Homo sapiens (Human)	GOT2 KYAT4
P00519	P00519	ABL1_HUMAN	Homo sapiens (Human)	ABL1 ABL JTK7
P00533	P00533	EGFR_HUMAN	Homo sapiens (Human)	EGFR ERBB ERBB1 HER1
P00734	P00734	THRB_HUMAN	Homo sapiens (Human)	F2
P00738	P00738	HPT_HUMAN	Homo sapiens (Human)	HP
P00740	P00740	FA9_HUMAN	Homo sapiens (Human)	F9
P00742	P00742	FA10_HUMAN	Homo sapiens (Human)	F10
P00746	P00746	CFAD_HUMAN	Homo sapiens (Human)	CFD DF PFD
P00747	P00747	PLMN_HUMAN	Homo sapiens (Human)	PLG
P00748	P00748	FA12_HUMAN	Homo sapiens (Human)	F12
P00751	P00751	CFAB_HUMAN	Homo sapiens (Human)	CFB BF BFD
P00797	P00797	RENI_HUMAN	Homo sapiens (Human)	REN
P00813	P00813	ADA_HUMAN	Homo sapiens (Human)	ADA ADA1
P00915	P00915	CAH1_HUMAN	Homo sapiens (Human)	CA1
P00918	P00918	CAH2_HUMAN	Homo sapiens (Human)	CA2
P00966	P00966	ASSY_HUMAN	Homo sapiens (Human)	ASS1 ASS
P00973	P00973	OAS1_HUMAN	Homo sapiens (Human)	OAS1 OIAS
P00995	P00995	ISK1_HUMAN	Homo sapiens (Human)	SPINK1 PSTI
P01008	P01008	ANT3_HUMAN	Homo sapiens (Human)	SERPINC1 AT3 PRO0309
P01009	P01009	A1AT_HUMAN	Homo sapiens (Human)	SERPINA1 AAT PI PRO0684 PRO2209
P01011	P01011	AACT_HUMAN	Homo sapiens (Human)	SERPINA3 AACT GIG24 GIG25
P01024	P01024	CO3_HUMAN	Homo sapiens (Human)	C3 CPAMD1
P01031	P01031	CO5_HUMAN	Homo sapiens (Human)	C5 CPAMD4
P01034	P01034	CYTC_HUMAN	Homo sapiens (Human)	CST3
P01042	P01042	KNG1_HUMAN	Homo sapiens (Human)	KNG1 BDK KNG
P01111	P01111	RASN_HUMAN	Homo sapiens (Human)	NRAS HRAS1
P01112	P01112	RASH_HUMAN	Homo sapiens (Human)	HRAS HRAS1
P01116	P01116	RASK_HUMAN	Homo sapiens (Human)	KRAS KRAS2 RASK2
P01127	P01127	PDGFB_HUMAN	Homo sapiens (Human)	PDGFB PDGF2 SIS
P01130	P01130	LDLR_HUMAN	Homo sapiens (Human)	LDLR
P01133	P01133	EGF_HUMAN	Homo sapiens (Human)	EGF
P01135	P01135	TGFA_HUMAN	Homo sapiens (Human)	TGFA
P01137	P01137	TGFB1_HUMAN	Homo sapiens (Human)	TGFB1 TGFB
P01138	P01138	NGF_HUMAN	Homo sapiens (Human)	NGF NGFB
P01148	P01148	GON1_HUMAN	Homo sapiens (Human)	GNRH1 GNRH GRH LHRH
P01160	P01160	ANF_HUMAN	Homo sapiens (Human)	NPPA ANP PND
P01185	P01185	NEU2_HUMAN	Homo sapiens (Human)	AVP ARVP VP
P01210	P01210	PENK_HUMAN	Homo sapiens (Human)	PENK
P01225	P01225	FSHB_HUMAN	Homo sapiens (Human)	FSHB
P01241	P01241	SOMA_HUMAN	Homo sapiens (Human)	GH1
P01258	P01258	CALC_HUMAN	Homo sapiens (Human)	CALCA CALC1
P01266	P01266	THYG_HUMAN	Homo sapiens (Human)	TG
P01270	P01270	PTHY_HUMAN	Homo sapiens (Human)	PTH
P01374	P01374	TNFB_HUMAN	Homo sapiens (Human)	LTA TNFB TNFSF1
P01563	P01563	IFNA2_HUMAN	Homo sapiens (Human)	IFNA2 IFNA2A IFNA2B IFNA2C
P01574	P01574	IFNB_HUMAN	Homo sapiens (Human)	IFNB1 IFB IFNB
P01588	P01588	EPO_HUMAN	Homo sapiens (Human)	EPO
P01730	P01730	CD4_HUMAN	Homo sapiens (Human)	CD4
P01732	P01732	CD8A_HUMAN	Homo sapiens (Human)	CD8A MAL
P01833	P01833	PIGR_HUMAN	Homo sapiens (Human)	PIGR
P01889	P01889	HLAB_HUMAN	Homo sapiens (Human)	HLA-B HLAB
P01909	P01909	DQA1_HUMAN	Homo sapiens (Human)	HLA-DQA1
P01911	P01911	DRB1_HUMAN	Homo sapiens (Human)	HLA-DRB1
P01920	P01920	DQB1_HUMAN	Homo sapiens (Human)	HLA-DQB1 HLA-DQB
P02042	P02042	HBD_HUMAN	Homo sapiens (Human)	HBD
P02452	P02452	CO1A1_HUMAN	Homo sapiens (Human)	COL1A1
P02458	P02458	CO2A1_HUMAN	Homo sapiens (Human)	COL2A1
P02461	P02461	CO3A1_HUMAN	Homo sapiens (Human)	COL3A1
P02462	P02462	CO4A1_HUMAN	Homo sapiens (Human)	COL4A1
P02489	P02489	CRYAA_HUMAN	Homo sapiens (Human)	CRYAA CRYA1 HSPB4
P02511	P02511	CRYAB_HUMAN	Homo sapiens (Human)	CRYAB CRYA2 HSPB5
P02533	P02533	K1C14_HUMAN	Homo sapiens (Human)	KRT14
P02538	P02538	K2C6A_HUMAN	Homo sapiens (Human)	KRT6A K6A KRT6D
P02545	P02545	LMNA_HUMAN	Homo sapiens (Human)	LMNA LMN1
P02549	P02549	SPTA1_HUMAN	Homo sapiens (Human)	SPTA1 SPTA
P02647	P02647	APOA1_HUMAN	Homo sapiens (Human)	APOA1
P02649	P02649	APOE_HUMAN	Homo sapiens (Human)	APOE
P02654	P02654	APOC1_HUMAN	Homo sapiens (Human)	APOC1
P02655	P02655	APOC2_HUMAN	Homo sapiens (Human)	APOC2 APC2
P02656	P02656	APOC3_HUMAN	Homo sapiens (Human)	APOC3
P02671	P02671	FIBA_HUMAN	Homo sapiens (Human)	FGA
P02675	P02675	FIBB_HUMAN	Homo sapiens (Human)	FGB
P02686	P02686	MBP_HUMAN	Homo sapiens (Human)	MBP
P02708	P02708	ACHA_HUMAN	Homo sapiens (Human)	CHRNA1 ACHRA CHNRA
P02724	P02724	GLPA_HUMAN	Homo sapiens (Human)	GYPA GPA
P02730	P02730	B3AT_HUMAN	Homo sapiens (Human)	SLC4A1 AE1 DI EPB3
P02743	P02743	SAMP_HUMAN	Homo sapiens (Human)	APCS PTX2
P02746	P02746	C1QB_HUMAN	Homo sapiens (Human)	C1QB
P02747	P02747	C1QC_HUMAN	Homo sapiens (Human)	C1QC C1QG
P02749	P02749	APOH_HUMAN	Homo sapiens (Human)	APOH B2G1
P02751	P02751	FINC_HUMAN	Homo sapiens (Human)	FN1 FN
P02766	P02766	TTHY_HUMAN	Homo sapiens (Human)	TTR PALB
P02768	P02768	ALBU_HUMAN	Homo sapiens (Human)	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341
P02774	P02774	VTDB_HUMAN	Homo sapiens (Human)	GC
P02786	P02786	TFR1_HUMAN	Homo sapiens (Human)	TFRC
P02787	P02787	TRFE_HUMAN	Homo sapiens (Human)	TF PRO1400
P02788	P02788	TRFL_HUMAN	Homo sapiens (Human)	LTF GIG12 LF
P02792	P02792	FRIL_HUMAN	Homo sapiens (Human)	FTL
P03372	P03372	ESR1_HUMAN	Homo sapiens (Human)	ESR1 ESR NR3A1
P03951	P03951	FA11_HUMAN	Homo sapiens (Human)	F11
P03952	P03952	KLKB1_HUMAN	Homo sapiens (Human)	KLKB1 KLK3
P03971	P03971	MIS_HUMAN	Homo sapiens (Human)	AMH MIF
P04003	P04003	C4BPA_HUMAN	Homo sapiens (Human)	C4BPA C4BP
P04049	P04049	RAF1_HUMAN	Homo sapiens (Human)	RAF1 RAF
P04062	P04062	GBA1_HUMAN	Homo sapiens (Human)	GBA1 GBA GC GLUC
P04070	P04070	PROC_HUMAN	Homo sapiens (Human)	PROC
P04075	P04075	ALDOA_HUMAN	Homo sapiens (Human)	ALDOA ALDA
P04080	P04080	CYTB_HUMAN	Homo sapiens (Human)	CSTB CST6 STFB
P04090	P04090	REL2_HUMAN	Homo sapiens (Human)	RLN2
P04150	P04150	GCR_HUMAN	Homo sapiens (Human)	NR3C1 GRL
P04156	P04156	PRIO_HUMAN	Homo sapiens (Human)	PRNP ALTPRP PRIP PRP
P04179	P04179	SODM_HUMAN	Homo sapiens (Human)	SOD2
P04180	P04180	LCAT_HUMAN	Homo sapiens (Human)	LCAT
P04181	P04181	OAT_HUMAN	Homo sapiens (Human)	OAT
P04198	P04198	MYCN_HUMAN	Homo sapiens (Human)	MYCN BHLHE37 NMYC
P04264	P04264	K2C1_HUMAN	Homo sapiens (Human)	KRT1 KRTA
P04275	P04275	VWF_HUMAN	Homo sapiens (Human)	VWF F8VWF
P04278	P04278	SHBG_HUMAN	Homo sapiens (Human)	SHBG
P04424	P04424	ARLY_HUMAN	Homo sapiens (Human)	ASL
P04439	P04439	HLAA_HUMAN	Homo sapiens (Human)	HLA-A HLAA
P04440	P04440	DPB1_HUMAN	Homo sapiens (Human)	HLA-DPB1 HLA-DP1B
P04626	P04626	ERBB2_HUMAN	Homo sapiens (Human)	ERBB2 HER2 MLN19 NEU NGL
P04629	P04629	NTRK1_HUMAN	Homo sapiens (Human)	NTRK1 MTC TRK TRKA
P04637	P04637	P53_HUMAN	Homo sapiens (Human)	TP53 P53
P04746	P04746	AMYP_HUMAN	Homo sapiens (Human)	AMY2A
P04792	P04792	HSPB1_HUMAN	Homo sapiens (Human)	HSPB1 HSP27 HSP28
P04798	P04798	CP1A1_HUMAN	Homo sapiens (Human)	CYP1A1
P04818	P04818	TYSY_HUMAN	Homo sapiens (Human)	TYMS TS OK/SW-cl.29
P04843	P04843	RPN1_HUMAN	Homo sapiens (Human)	RPN1
P04844	P04844	RPN2_HUMAN	Homo sapiens (Human)	RPN2
P04921	P04921	GLPC_HUMAN	Homo sapiens (Human)	GYPC GLPC GPC
P05019	P05019	IGF1_HUMAN	Homo sapiens (Human)	IGF1 IBP1
P05062	P05062	ALDOB_HUMAN	Homo sapiens (Human)	ALDOB ALDB
P05067	P05067	A4_HUMAN	Homo sapiens (Human)	APP A4 AD1
P05089	P05089	ARGI1_HUMAN	Homo sapiens (Human)	ARG1
P05091	P05091	ALDH2_HUMAN	Homo sapiens (Human)	ALDH2 ALDM
P05093	P05093	CP17A_HUMAN	Homo sapiens (Human)	CYP17A1 CYP17 S17AH
P05106	P05106	ITB3_HUMAN	Homo sapiens (Human)	ITGB3 GP3A
P05107	P05107	ITB2_HUMAN	Homo sapiens (Human)	ITGB2 CD18 MFI7
P05108	P05108	CP11A_HUMAN	Homo sapiens (Human)	CYP11A1 CYP11A
P05120	P05120	PAI2_HUMAN	Homo sapiens (Human)	SERPINB2 PAI2 PLANH2
P05121	P05121	PAI1_HUMAN	Homo sapiens (Human)	SERPINE1 PAI1 PLANH1
P05129	P05129	KPCG_HUMAN	Homo sapiens (Human)	PRKCG PKCG
P05154	P05154	IPSP_HUMAN	Homo sapiens (Human)	SERPINA5 PCI PLANH3 PROCI
P05155	P05155	IC1_HUMAN	Homo sapiens (Human)	SERPING1 C1IN C1NH
P05162	P05162	LEG2_HUMAN	Homo sapiens (Human)	LGALS2
P05165	P05165	PCCA_HUMAN	Homo sapiens (Human)	PCCA
P05177	P05177	CP1A2_HUMAN	Homo sapiens (Human)	CYP1A2
P05181	P05181	CP2E1_HUMAN	Homo sapiens (Human)	CYP2E1 CYP2E
P05187	P05187	PPB1_HUMAN	Homo sapiens (Human)	ALPP PLAP
P05305	P05305	EDN1_HUMAN	Homo sapiens (Human)	EDN1
P05362	P05362	ICAM1_HUMAN	Homo sapiens (Human)	ICAM1
P05387	P05387	RLA2_HUMAN	Homo sapiens (Human)	RPLP2 D11S2243E RPP2
P05543	P05543	THBG_HUMAN	Homo sapiens (Human)	SERPINA7 TBG
P05546	P05546	HEP2_HUMAN	Homo sapiens (Human)	SERPIND1 HCF2
P06126	P06126	CD1A_HUMAN	Homo sapiens (Human)	CD1A
P06127	P06127	CD5_HUMAN	Homo sapiens (Human)	CD5 LEU1
